No,Url,Valid,Message,Issue-url,Tag,Category
0,https://api.github.com/repos/summernote/summernote/commits/c9f7806cfe8892f2d99b47f3d361c102b0871f91,True, merge pull request 4041 fatihgvn patch fix nextsibling update content,https://api.github.com/repos/summernote/summernote/issues/4041, ,None
1,https://api.github.com/repos/summernote/summernote/commits/aa128ef4c6d04edc125ebcb86107baf59c36b61b,True, merge pull request 4008 jumping bean peertube change add support peertube hosted video,https://api.github.com/repos/summernote/summernote/issues/4008, ,None
2,https://api.github.com/repos/summernote/summernote/commits/186e9104eb73303b7b2d9b9d7d5c26b7ca93e266,False, added parameter turkish localization color cpselect defined, , ,None
3,https://api.github.com/repos/summernote/summernote/commits/8f72e11217dbf520e4f8ef0c3399de3c35c20975,False, update summernote vn.js, , ,None
4,https://api.github.com/repos/summernote/summernote/commits/0aabcc4bf4b81d4a45041b9d1b2cd6263e0ea011,False, update summernote vn.js, , ,None
5,https://api.github.com/repos/summernote/summernote/commits/6a82fc0721d1b8bc15e667e0a3b1e75411b9bb13,False, update summernote cz.js added missing czech translation, , ,None
6,https://api.github.com/repos/summernote/summernote/commits/238368e5f1d79f94b3ce0f9c1f50a09263634427,False, update package, , ,None
7,https://api.github.com/repos/summernote/summernote/commits/435c91002bc636a3c724fcab0642f23a745cf781,False, update font, , ,None
8,https://api.github.com/repos/summernote/summernote/commits/b3faa541fa0a80b781c842b24383816786c22a0b,False, add postcss escape generated content string, , ,None
9,https://api.github.com/repos/summernote/summernote/commits/66b11c419ff9bd1278502f6dacc441e8068003c7,False, fix nextsibling update content, , ,None
10,https://api.github.com/repos/summernote/summernote/commits/941ef4fa5f57152e1f6bf67c8906f927c0ed8d06,True, merge pull request 4037 jadamec patch update summernote sk.js,https://api.github.com/repos/summernote/summernote/issues/4037, ,None
11,https://api.github.com/repos/summernote/summernote/commits/f49ca88a95461d03c41b5bde2bf7b8da97fe4633,False, update summernote sk.js string translated work withe removemedia attribute remove, , ,None
12,https://api.github.com/repos/summernote/summernote/commits/a49264ce80b5cb517c43442208509d3daa7d8dfa,True, merge pull request 4026 kalou37 patch update lang.html,https://api.github.com/repos/summernote/summernote/issues/4026, ,None
13,https://api.github.com/repos/summernote/summernote/commits/0812ce9642a7235d20d5c2e9f0cce3fd8e053917,False, update lang.html, , ,None
14,https://api.github.com/repos/summernote/summernote/commits/269e618c2683499f37762665006c248de456522b,False, add peertube support, , ,None
15,https://api.github.com/repos/summernote/summernote/commits/32c33208778c457e8764afc32f8752588b3ef839,False, update karma configuration updated package, , ,None
16,https://api.github.com/repos/summernote/summernote/commits/bd1a78016c6bf883bcc26340e6b009173de5fd51,False, upgrade husky, , ,None
17,https://api.github.com/repos/summernote/summernote/commits/26de75e1b08e67dd703dc71652b81be40b9dfd75,False, update outdated package, , ,None
18,https://api.github.com/repos/summernote/summernote/commits/4b6cd5d48afc2b149eb3ccb085ecd24a78ae8d3b,False, add changes.md tracking update, , ,None
19,https://api.github.com/repos/summernote/summernote/commits/f92da29be0a287689a0552275a0c600ab0c2beb6,True, merge pull request 3973 neustradamus xmpp rfc5122 xmpp uri,https://api.github.com/repos/summernote/summernote/issues/3973, ,None
20,https://api.github.com/repos/summernote/summernote/commits/c49c3d5ff07daa47d866d3df830e11e69d9d0572,True, merge pull request 3979 jlalande fix missing translation add missing french translation,https://api.github.com/repos/summernote/summernote/issues/3979, ,None
21,https://api.github.com/repos/summernote/summernote/commits/26b9182da426bb8d8da2741fc619b4c5174c578e,False, add missing french translation, , ,None
22,https://api.github.com/repos/summernote/summernote/commits/0617180decfbba365b84e1d44de9a3c02b95707e,False, rfc5122 xmpp uri rfc 5122 support http tools.ietf.org html rfc5122, , ,None
23,https://api.github.com/repos/summernote/summernote/commits/3a803b67a07cc60cbacf9249c9991850513fc039,True, merge pull request 3964 summernote dependabot npm_and_yarn socket.io 2.4.1 bump socket.io 2.3.0 2.4.1,https://api.github.com/repos/summernote/summernote/issues/3964,dependencies,None
